"DATE","IDFROM","IDTO"
"2020-06-26","60","76"
"2020-06-13","9","179"
"2020-06-16","158","38"
"2020-06-05","52","184"
"2020-06-23","217","186"
"2020-06-25","128","128"
"2020-06-21","9","110"
"2020-06-28","247","225"
"2020-06-19","58","19"
"2020-06-26","212","231"
"2020-06-27","201","211"
"2020-06-05","95","12"
"2020-06-19","61","15"
"2020-06-13","12","78"
"2020-06-20","225","156"
"2020-06-08","138","139"
"2020-06-16","24","11"
"2020-06-10","167","134"
"2020-06-27","137","219"
"2020-06-26","69","145"
"2020-06-16","195","235"
"2020-06-09","77","207"
"2020-06-10","157","61"
"2020-06-17","29","168"
"2020-06-19","219","139"
"2020-06-08","58","193"
"2020-06-13","63","95"
"2020-06-14","200","153"
"2020-06-26","176","97"
"2020-06-16","89","227"
"2020-06-23","211","167"
"2020-06-22","19","6"
"2020-06-30","2","241"
"2020-06-02","137","84"
"2020-06-07","32","144"
"2020-06-26","39","161"
"2020-06-22","19","52"
"2020-06-09","13","102"
"2020-06-11","229","39"
"2020-06-23","154","19"
"2020-06-17","64","228"
"2020-06-19","247","221"
"2020-06-12","81","7"
"2020-06-30","80","174"
"2020-06-10","9","43"
"2020-06-05","36","23"
"2020-06-18","30","161"
"2020-06-17","73","224"
"2020-06-25","248","175"
"2020-06-29","3","125"
"2020-06-20","225","110"
"2020-06-16","234","85"
"2020-06-22","229","223"
"2020-06-27","37","246"
"2020-06-28","154","222"
"2020-06-02","93","55"
"2020-06-17","149","101"
"2020-06-27","77","8"
"2020-06-26","202","29"
"2020-06-01","244","147"
"2020-06-18","190","32"
"2020-06-09","99","242"
"2020-06-20","89","108"
"2020-06-28","161","245"
"2020-06-01","63","164"
"2020-06-16","18","137"
"2020-06-06","175","62"
"2020-06-13","198","209"
"2020-06-01","81","57"
"2020-06-21","55","190"
"2020-06-22","156","81"
"2020-06-13","36","13"
"2020-06-19","30","78"
"2020-06-18","217","33"
"2020-06-14","195","190"
"2020-06-09","44","193"
"2020-06-06","101","174"
"2020-06-20","184","247"
"2020-06-22","118","54"
"2020-06-21","14","148"
"2020-06-14","121","112"
"2020-06-19","109","94"
"2020-06-13","117","137"
"2020-06-10","222","212"
"2020-06-20","110","247"
"2020-06-24","68","121"
"2020-06-20","65","111"
"2020-06-25","93","211"
"2020-06-25","120","64"
"2020-06-20","127","198"
"2020-06-01","107","16"
"2020-06-30","23","50"
"2020-06-11","124","187"
"2020-06-10","47","159"
"2020-06-03","117","210"
"2020-06-16","70","59"
"2020-06-20","221","167"
"2020-06-14","207","52"
"2020-06-07","54","127"
"2020-06-16","196","157"
"2020-06-14","77","122"
"2020-06-02","151","227"
"2020-06-19","238","25"
"2020-06-05","23","93"
"2020-06-28","16","24"
"2020-06-23","17","22"
"2020-06-18","26","124"
"2020-06-29","128","103"
"2020-06-16","20","168"
"2020-06-22","69","1"
"2020-06-15","96","176"
"2020-06-04","222","145"
"2020-06-07","72","148"
"2020-06-26","221","69"
"2020-06-26","37","238"
"2020-06-24","179","72"
"2020-06-04","212","128"
"2020-06-09","138","99"
"2020-06-27","104","71"
"2020-06-22","218","107"
"2020-06-13","164","20"
"2020-06-07","83","151"
"2020-06-11","74","65"
"2020-06-23","70","26"
"2020-06-03","43","43"
"2020-06-12","59","210"
"2020-06-21","191","93"
"2020-06-16","50","117"
"2020-06-12","243","180"
"2020-06-25","199","69"
"2020-06-27","11","33"
"2020-06-12","146","87"
"2020-06-16","2","22"
"2020-06-21","68","244"
"2020-06-17","37","18"
"2020-06-07","130","137"
"2020-06-21","26","231"
"2020-06-02","2","199"
"2020-06-09","184","143"
"2020-06-17","205","177"
"2020-06-23","150","227"
"2020-06-01","122","1"
"2020-06-26","105","182"
"2020-06-04","122","5"
"2020-06-16","243","175"
"2020-06-07","170","240"
"2020-06-05","80","206"
"2020-06-16","117","82"
"2020-06-28","111","212"
"2020-06-17","206","185"
"2020-06-18","135","153"
"2020-06-20","41","182"
"2020-06-11","96","72"
"2020-06-24","226","101"
"2020-06-28","243","165"
"2020-06-09","106","65"
"2020-06-28","3","214"
"2020-06-11","115","1"
"2020-06-19","8","100"
"2020-06-16","82","88"
"2020-06-05","201","79"
"2020-06-06","101","229"
"2020-06-01","55","215"
"2020-06-12","227","229"
"2020-06-10","196","194"
"2020-06-29","164","163"
"2020-06-24","59","195"
"2020-06-15","44","77"
"2020-06-15","81","176"
"2020-06-11","208","85"
"2020-06-10","83","191"
"2020-06-18","177","25"
"2020-06-04","34","87"
"2020-06-04","79","152"
"2020-06-24","116","103"
"2020-06-29","113","207"
"2020-06-23","43","236"
"2020-06-05","148","52"
"2020-06-10","151","203"
"2020-06-26","233","31"
"2020-06-10","216","87"
"2020-06-26","192","114"
"2020-06-29","176","126"
"2020-06-23","93","194"
"2020-06-25","228","51"
"2020-06-18","36","17"
"2020-06-01","35","185"
"2020-06-22","108","249"
"2020-06-17","117","48"
"2020-06-16","60","203"
"2020-06-28","220","18"
"2020-06-08","91","105"
"2020-06-15","226","192"
"2020-06-29","235","218"
"2020-06-06","127","35"
"2020-06-01","135","49"
"2020-06-22","18","13"
"2020-06-10","110","213"
"2020-06-16","214","187"
"2020-06-01","31","227"
"2020-06-18","82","224"
"2020-06-07","54","51"
"2020-06-07","9","209"
"2020-06-22","207","203"
"2020-06-19","122","15"
"2020-06-14","211","61"
"2020-06-25","173","27"
"2020-06-16","242","229"
"2020-06-13","190","5"
"2020-06-19","30","159"
"2020-06-05","27","87"
"2020-06-06","33","148"
"2020-06-17","170","127"
"2020-06-23","40","238"
"2020-06-19","33","74"
"2020-06-15","74","242"
"2020-06-13","113","169"
"2020-06-30","195","176"
"2020-06-13","67","166"
"2020-06-26","25","96"
"2020-06-22","84","33"
"2020-06-07","203","224"
"2020-06-02","47","9"
"2020-06-19","48","201"
"2020-06-01","211","194"
"2020-06-12","42","98"
"2020-06-14","210","223"
"2020-06-16","173","17"
"2020-06-28","202","19"
"2020-06-27","105","51"
"2020-06-27","129","239"
"2020-06-21","108","67"
"2020-06-14","69","73"
"2020-06-12","139","66"
"2020-06-12","141","180"
"2020-06-06","43","239"
"2020-06-01","226","150"
"2020-06-07","128","24"
"2020-06-07","235","99"
"2020-06-12","82","235"
"2020-06-26","157","156"
"2020-06-01","58","82"
"2020-06-08","99","21"
"2020-06-23","64","102"
"2020-06-10","167","197"
"2020-06-20","217","159"
"2020-06-07","163","180"
"2020-06-24","157","242"
"2020-06-26","180","7"
"2020-06-14","107","92"
"2020-06-05","185","123"
"2020-06-25","146","189"
"2020-06-24","137","131"
"2020-06-19","42","17"
"2020-06-27","237","193"
"2020-06-13","209","85"
"2020-06-09","187","203"
"2020-06-11","102","90"
"2020-06-09","57","46"
"2020-06-05","75","37"
"2020-06-23","10","229"
"2020-06-27","12","245"
"2020-06-17","57","125"
"2020-06-14","13","79"
"2020-06-10","22","31"
"2020-06-11","95","58"
"2020-06-05","41","210"
"2020-06-12","56","64"
"2020-06-05","123","233"
"2020-06-10","207","78"
"2020-06-27","6","10"
"2020-06-07","246","210"
"2020-06-21","109","134"
"2020-06-21","48","18"
"2020-06-13","122","164"
"2020-06-05","171","79"
"2020-06-23","116","103"
"2020-06-09","162","123"
"2020-06-03","50","101"
"2020-06-26","197","77"
"2020-06-06","169","230"
"2020-06-16","59","130"
"2020-06-25","181","152"
"2020-06-06","80","143"
"2020-06-21","158","186"
"2020-06-07","114","238"
"2020-06-03","151","23"
"2020-06-10","177","124"
"2020-06-17","205","36"
"2020-06-03","115","40"
"2020-06-06","185","244"
"2020-06-26","21","129"
"2020-06-15","51","248"
"2020-06-08","241","92"
"2020-06-26","90","112"
"2020-06-26","228","54"
"2020-06-02","205","151"
"2020-06-02","249","128"
"2020-06-17","243","96"
"2020-06-29","163","182"
"2020-06-29","109","224"
"2020-06-27","155","177"
"2020-06-15","180","110"
"2020-06-16","140","56"
"2020-06-01","144","112"
"2020-06-19","212","243"
"2020-06-09","203","114"
"2020-06-19","182","5"
"2020-06-25","243","124"
"2020-06-30","154","224"
"2020-06-23","215","247"
"2020-06-05","140","25"
"2020-06-28","6","178"
"2020-06-25","207","90"
"2020-06-24","248","142"
"2020-06-20","121","160"
"2020-06-08","184","175"
"2020-06-03","157","125"
"2020-06-18","148","29"
"2020-06-07","171","87"
"2020-06-22","144","181"
"2020-06-28","61","5"
"2020-06-15","76","110"
"2020-06-26","200","249"
"2020-06-29","247","127"
"2020-06-24","30","121"
"2020-06-17","129","24"
"2020-06-13","40","247"
"2020-06-05","218","172"
"2020-06-01","20","1"
"2020-06-24","166","9"
"2020-06-09","31","214"
"2020-06-12","1","218"
"2020-06-13","241","202"
"2020-06-26","55","32"
"2020-06-09","2","212"
"2020-06-17","7","246"
"2020-06-14","21","157"
"2020-06-26","149","190"
"2020-06-05","190","47"
"2020-06-05","46","109"
"2020-06-16","212","243"
"2020-06-13","57","84"
"2020-06-14","21","234"
"2020-06-29","49","195"
"2020-06-03","222","193"
"2020-06-04","129","102"
"2020-06-22","65","41"
"2020-06-03","104","37"
"2020-06-27","122","184"
"2020-06-24","145","153"
"2020-06-12","142","206"
"2020-06-08","209","179"
"2020-06-20","81","104"
"2020-06-24","105","147"
"2020-06-29","194","5"
"2020-06-08","149","169"
"2020-06-26","147","41"
"2020-06-17","128","141"
"2020-06-10","201","22"
"2020-06-27","178","147"
"2020-06-15","146","21"
"2020-06-26","199","152"
"2020-06-12","130","235"
"2020-06-15","83","24"
"2020-06-02","129","153"
"2020-06-26","11","53"
"2020-06-08","109","84"
"2020-06-16","228","242"
"2020-06-25","155","194"
"2020-06-26","160","220"
"2020-06-10","240","104"
"2020-06-15","73","222"
"2020-06-30","66","145"
"2020-06-17","238","43"
"2020-06-16","16","137"
"2020-06-20","112","158"
"2020-06-05","39","178"
"2020-06-03","192","71"
"2020-06-14","91","237"
"2020-06-26","63","43"
"2020-06-08","95","39"
"2020-06-09","240","134"
"2020-06-03","88","111"
"2020-06-20","129","231"
"2020-06-01","155","188"
"2020-06-18","1","22"
"2020-06-27","143","40"
"2020-06-25","66","249"
"2020-06-14","4","31"
"2020-06-01","220","87"
"2020-06-30","189","159"
"2020-06-15","230","148"
"2020-06-04","248","199"
"2020-06-06","75","171"
"2020-06-24","217","231"
"2020-06-05","72","106"
"2020-06-22","153","179"
"2020-06-29","126","201"
"2020-06-25","230","187"
"2020-06-09","170","115"
"2020-06-11","8","194"
"2020-06-07","244","118"
"2020-06-04","219","61"
"2020-06-01","95","17"
"2020-06-27","37","208"
"2020-06-17","145","93"
"2020-06-11","24","194"
"2020-06-03","89","192"
"2020-06-23","5","145"
"2020-06-06","84","190"
"2020-06-21","172","14"
"2020-06-18","153","42"
"2020-06-21","31","242"
"2020-06-13","184","102"
"2020-06-10","195","93"
"2020-06-09","63","248"
"2020-06-25","171","12"
"2020-06-16","69","121"
"2020-06-17","230","128"
"2020-06-25","58","74"
"2020-06-26","74","15"
"2020-06-27","47","127"
"2020-06-17","45","53"
"2020-06-26","10","20"
"2020-06-03","116","148"
"2020-06-09","237","161"
"2020-06-01","88","148"
"2020-06-28","11","75"
"2020-06-02","229","164"
"2020-06-26","116","45"
"2020-06-10","183","15"
"2020-06-28","200","83"
"2020-06-07","129","61"
"2020-06-10","41","16"
"2020-06-08","150","217"
"2020-06-26","68","36"
"2020-06-01","80","42"
"2020-06-06","121","165"
"2020-06-05","192","190"
"2020-06-16","25","114"
"2020-06-30","81","61"
"2020-06-14","232","142"
"2020-06-18","194","63"
"2020-06-18","180","64"
"2020-06-03","120","201"
"2020-06-14","70","137"
"2020-06-13","92","197"
"2020-06-10","203","83"
"2020-06-02","40","119"
"2020-06-27","221","107"
"2020-06-01","204","17"
"2020-06-22","110","175"
"2020-06-15","209","80"
"2020-06-23","3","165"
"2020-06-17","166","118"
"2020-06-17","213","81"
"2020-06-01","131","3"
"2020-06-07","111","93"
"2020-06-26","175","75"
"2020-06-20","151","100"
"2020-06-09","3","148"
"2020-06-21","111","243"
"2020-06-14","109","170"
"2020-06-29","190","125"
"2020-06-18","155","235"
"2020-06-15","31","98"
"2020-06-30","51","243"
"2020-06-29","64","156"
"2020-06-17","141","62"
"2020-06-13","248","146"
"2020-06-21","28","101"
"2020-06-17","62","248"
"2020-06-28","174","168"
"2020-06-30","31","166"
"2020-06-04","162","137"
"2020-06-08","224","171"
"2020-06-10","156","119"
"2020-06-22","38","13"
"2020-06-08","80","197"
"2020-06-01","19","244"
"2020-06-06","227","227"
"2020-06-24","113","207"
"2020-06-06","41","121"
"2020-06-10","25","223"
"2020-06-12","183","191"
"2020-06-07","7","85"
"2020-06-19","131","117"
"2020-06-15","229","243"
"2020-06-05","239","23"
"2020-06-09","71","159"
"2020-06-15","221","85"
"2020-06-19","40","134"
"2020-06-08","67","5"
"2020-06-15","60","114"
"2020-06-02","207","39"
"2020-06-08","246","133"
"2020-06-13","13","247"
"2020-06-03","46","95"
"2020-06-08","109","91"
"2020-06-14","67","99"
"2020-06-11","117","85"
"2020-06-12","95","100"
"2020-06-09","200","134"
"2020-06-27","233","59"
"2020-06-25","73","133"
"2020-06-14","46","20"
"2020-06-28","222","19"
"2020-06-26","4","19"
"2020-06-09","239","38"
"2020-06-10","188","140"
"2020-06-15","235","246"
"2020-06-29","174","205"
"2020-06-04","160","232"
"2020-06-06","204","146"
"2020-06-20","57","33"
"2020-06-24","83","217"
"2020-06-13","133","243"
"2020-06-27","90","174"
"2020-06-10","72","205"
"2020-06-20","70","35"
"2020-06-08","55","110"
"2020-06-29","204","158"
"2020-06-23","152","191"
"2020-06-17","38","13"
"2020-06-14","95","121"
"2020-06-16","182","32"
"2020-06-12","99","75"
"2020-06-13","240","5"
"2020-06-20","229","249"
"2020-06-03","127","248"
"2020-06-11","187","199"
"2020-06-05","79","66"
"2020-06-04","216","156"
"2020-06-29","180","132"
"2020-06-26","92","123"
"2020-06-02","123","209"
"2020-06-26","79","142"
"2020-06-03","137","187"
"2020-06-15","227","169"
"2020-06-13","119","221"
"2020-06-09","71","220"
"2020-06-27","164","188"
"2020-06-21","44","52"
"2020-06-03","224","46"
"2020-06-24","216","107"
"2020-06-09","233","34"
"2020-06-13","211","95"
"2020-06-01","111","184"
"2020-06-01","234","148"
"2020-06-06","191","64"
"2020-06-21","28","41"
"2020-06-09","155","179"
"2020-06-28","200","245"
"2020-06-30","109","192"
"2020-06-16","90","173"
"2020-06-14","113","100"
"2020-06-25","69","190"
"2020-06-08","134","82"
"2020-06-03","233","200"
"2020-06-07","182","84"
"2020-06-06","217","60"
"2020-06-12","123","181"
"2020-06-30","141","20"
"2020-06-12","117","109"
"2020-06-20","82","132"
"2020-06-04","115","234"
"2020-06-03","135","60"
"2020-06-27","97","178"
"2020-06-18","185","141"
"2020-06-13","164","170"
"2020-06-03","155","86"
"2020-06-15","164","236"
"2020-06-29","238","23"
"2020-06-19","50","86"
"2020-06-22","210","61"
"2020-06-27","79","190"
"2020-06-23","149","153"
"2020-06-09","211","217"
"2020-06-16","209","22"
"2020-06-12","176","143"
"2020-06-12","42","146"
"2020-06-19","237","105"
"2020-06-14","87","165"
"2020-06-14","30","165"
"2020-06-17","221","159"
"2020-06-11","238","248"
"2020-06-01","69","109"
"2020-06-06","175","96"
"2020-06-20","92","77"
"2020-06-18","170","45"
"2020-06-12","165","243"
"2020-06-10","199","19"
"2020-06-19","153","5"
"2020-06-27","165","15"
"2020-06-09","59","56"
"2020-06-23","192","156"
"2020-06-07","150","111"
"2020-06-05","242","136"
"2020-06-26","75","125"
"2020-06-05","195","8"
"2020-06-21","108","74"
"2020-06-09","104","214"
"2020-06-16","230","247"
"2020-06-13","4","217"
"2020-06-28","183","152"
"2020-06-17","102","47"
"2020-06-10","25","113"
"2020-06-30","62","170"
"2020-06-02","77","172"
"2020-06-04","167","197"
"2020-06-12","158","239"
"2020-06-14","143","21"
"2020-06-25","177","9"
"2020-06-04","200","64"
"2020-06-29","203","55"
"2020-06-09","156","162"
"2020-06-02","168","187"
"2020-06-14","232","237"
"2020-06-22","170","204"
"2020-06-25","115","89"
"2020-06-09","116","1"
"2020-06-22","11","97"
"2020-06-24","89","206"
"2020-06-24","117","201"
"2020-06-14","132","2"
"2020-06-11","212","51"
"2020-06-14","73","74"
"2020-06-21","60","29"
"2020-06-19","18","119"
"2020-06-06","223","167"
"2020-06-14","238","180"
"2020-06-10","157","2"
"2020-06-17","56","152"
"2020-06-01","6","164"
"2020-06-19","216","69"
"2020-06-07","184","60"
"2020-06-30","213","108"
"2020-06-28","34","245"
"2020-06-25","156","235"
"2020-06-24","33","107"
"2020-06-22","29","85"
"2020-06-03","116","33"
"2020-06-04","122","197"
"2020-06-11","117","64"
"2020-06-15","157","12"
"2020-06-19","129","93"
"2020-06-15","109","21"
"2020-06-19","29","191"
"2020-06-16","42","116"
"2020-06-07","12","127"
"2020-06-24","31","116"
"2020-06-25","61","50"
"2020-06-14","43","128"
"2020-06-24","92","162"
"2020-06-13","181","127"
"2020-06-18","204","72"
"2020-06-27","134","115"
"2020-06-03","187","45"
"2020-06-25","103","100"
"2020-06-07","52","201"
"2020-06-07","162","109"
"2020-06-18","41","70"
"2020-06-22","14","152"
"2020-06-30","108","241"
"2020-06-16","25","237"
"2020-06-24","137","45"
"2020-06-04","156","5"
"2020-06-20","130","20"
"2020-06-25","49","65"
"2020-06-18","98","153"
"2020-06-09","220","224"
"2020-06-17","165","247"
"2020-06-05","64","4"
"2020-06-20","245","121"
"2020-06-12","224","174"
"2020-06-03","87","26"
"2020-06-21","22","31"
"2020-06-26","69","191"
"2020-06-10","38","37"
"2020-06-19","144","144"
"2020-06-22","80","179"
"2020-06-29","93","175"
"2020-06-26","145","95"
"2020-06-17","141","185"
"2020-06-09","190","198"
"2020-06-20","98","188"
"2020-06-26","89","16"
"2020-06-06","160","181"
"2020-06-16","24","50"
"2020-06-05","57","40"
"2020-06-15","74","167"
"2020-06-26","110","186"
"2020-06-16","228","192"
"2020-06-03","211","117"
"2020-06-04","37","64"
"2020-06-15","161","92"
"2020-06-28","40","179"
"2020-06-21","42","18"
"2020-06-14","48","94"
"2020-06-21","171","65"
"2020-06-16","109","52"
"2020-06-27","77","2"
"2020-06-25","239","123"
"2020-06-10","124","138"
"2020-06-14","18","241"
"2020-06-01","157","27"
"2020-06-18","149","223"
"2020-06-01","150","23"
"2020-06-23","110","236"
"2020-06-14","126","112"
"2020-06-26","212","208"
"2020-06-05","196","239"
"2020-06-20","155","106"
"2020-06-15","87","83"
"2020-06-04","66","75"
"2020-06-25","192","152"
"2020-06-28","113","89"
"2020-06-13","84","215"
"2020-06-21","84","22"
"2020-06-28","111","181"
"2020-06-23","223","218"
"2020-06-09","44","29"
"2020-06-04","197","247"
"2020-06-09","83","67"
"2020-06-05","125","31"
"2020-06-12","187","226"
"2020-06-16","235","70"
"2020-06-12","214","213"
"2020-06-17","216","102"
"2020-06-14","43","187"
"2020-06-30","140","131"
"2020-06-21","58","48"
"2020-06-10","144","26"
"2020-06-23","230","75"
"2020-06-11","129","102"
"2020-06-25","25","245"
"2020-06-09","178","103"
"2020-06-29","41","47"
"2020-06-28","219","242"
"2020-06-25","23","178"
"2020-06-11","5","111"
"2020-06-17","246","175"
"2020-06-23","122","119"
"2020-06-22","57","195"
"2020-06-22","245","211"
"2020-06-15","187","15"
"2020-06-23","52","55"
"2020-06-08","72","168"
"2020-06-15","247","26"
"2020-06-19","241","133"
"2020-06-28","16","237"
"2020-06-09","28","55"
"2020-06-09","149","86"
"2020-06-10","243","131"
"2020-06-10","64","227"
"2020-06-08","103","121"
"2020-06-20","179","42"
"2020-06-05","206","86"
"2020-06-17","188","16"
"2020-06-04","46","180"
"2020-06-10","171","179"
"2020-06-02","83","181"
"2020-06-05","44","157"
"2020-06-28","110","85"
"2020-06-02","182","45"
"2020-06-14","119","28"
"2020-06-22","135","123"
"2020-06-04","128","150"
"2020-06-22","59","28"
"2020-06-03","198","117"
"2020-06-30","182","74"
"2020-06-03","140","231"
"2020-06-21","56","141"
"2020-06-08","132","227"
"2020-06-19","226","174"
"2020-06-23","24","51"
"2020-06-14","34","117"
"2020-06-23","74","107"
"2020-06-02","125","79"
"2020-06-15","220","61"
"2020-06-12","242","83"
"2020-06-16","153","64"
"2020-06-27","97","204"
"2020-06-03","7","205"
"2020-06-25","205","127"
"2020-06-22","105","132"
"2020-06-07","39","102"
"2020-06-30","73","217"
"2020-06-15","229","82"
"2020-06-08","137","77"
"2020-06-21","223","131"
"2020-06-18","51","41"
"2020-06-25","218","221"
"2020-06-01","110","3"
"2020-06-18","178","45"
"2020-06-16","159","221"
"2020-06-28","69","80"
"2020-06-26","213","203"
"2020-06-28","117","131"
"2020-06-17","203","165"
"2020-06-11","142","210"
"2020-06-02","32","195"
"2020-06-21","245","25"
"2020-06-26","172","128"
"2020-06-13","248","42"
"2020-06-17","120","129"
"2020-06-17","118","166"
"2020-06-02","137","34"
"2020-06-22","174","103"
"2020-06-09","9","237"
"2020-06-07","5","185"
"2020-06-06","207","222"
"2020-06-23","158","87"
"2020-06-08","33","27"
"2020-06-08","61","230"
"2020-06-13","211","109"
"2020-06-20","134","225"
"2020-06-07","47","113"
"2020-06-02","96","44"
"2020-06-26","151","89"
"2020-06-01","64","102"
"2020-06-09","26","159"
"2020-06-10","217","75"
"2020-06-28","222","157"
"2020-06-11","110","91"
"2020-06-08","107","43"
"2020-06-23","74","60"
"2020-06-18","93","209"
"2020-06-15","154","246"
"2020-06-16","86","220"
"2020-06-22","159","120"
"2020-06-24","3","136"
"2020-06-04","113","195"
"2020-06-25","186","225"
"2020-06-09","223","159"
"2020-06-18","149","64"
"2020-06-06","107","244"
"2020-06-05","187","48"
"2020-06-22","69","9"
"2020-06-05","203","148"
"2020-06-15","249","45"
"2020-06-17","107","59"
"2020-06-13","131","237"
"2020-06-22","87","99"
"2020-06-13","109","88"
"2020-06-01","175","192"
"2020-06-12","94","11"
"2020-06-20","161","124"
"2020-06-11","160","150"
"2020-06-21","154","219"
"2020-06-19","228","5"
"2020-06-07","156","23"
"2020-06-17","180","247"
"2020-06-01","200","30"
"2020-06-09","30","185"
"2020-06-23","245","236"
"2020-06-03","1","109"
"2020-06-18","182","140"
"2020-06-25","199","182"
"2020-06-29","232","214"
"2020-06-07","80","11"
"2020-06-04","198","213"
"2020-06-15","125","169"
"2020-06-29","211","100"
"2020-06-27","152","41"
"2020-06-28","15","10"
"2020-06-26","214","68"
"2020-06-21","249","52"
"2020-06-15","144","127"
"2020-06-18","189","91"
"2020-06-26","183","249"
"2020-06-02","91","223"
"2020-06-08","182","146"
"2020-06-24","144","55"
"2020-06-10","1","161"
"2020-06-15","5","16"
"2020-06-10","128","141"
"2020-06-11","196","22"
"2020-06-14","57","171"
"2020-06-29","196","208"
"2020-06-07","30","19"
"2020-06-26","119","1"
"2020-06-17","158","126"
"2020-06-07","139","42"
"2020-06-09","197","99"
"2020-06-13","19","201"
"2020-06-14","224","231"
"2020-06-16","188","123"
"2020-06-15","66","120"
"2020-06-11","197","50"
"2020-06-20","67","51"
"2020-06-26","198","24"
"2020-06-26","3","108"
"2020-06-22","212","8"
"2020-06-30","210","224"
"2020-06-23","64","249"
"2020-06-10","171","156"
"2020-06-28","33","160"
"2020-06-23","246","169"
"2020-06-03","69","1"
"2020-06-14","14","63"
"2020-06-23","66","134"
"2020-06-10","26","178"
"2020-06-11","45","50"
"2020-06-16","227","167"
"2020-06-29","101","111"
"2020-06-30","5","177"
"2020-06-12","114","28"
"2020-06-06","151","210"
"2020-06-21","80","139"
"2020-06-14","6","192"
"2020-06-23","60","18"
"2020-06-10","181","92"
"2020-06-07","237","243"
"2020-06-11","141","134"
"2020-06-21","223","167"
"2020-06-13","219","70"
"2020-06-23","165","225"
"2020-06-05","109","83"
"2020-06-03","26","148"
"2020-06-21","20","188"
"2020-06-11","238","131"
"2020-06-03","35","123"
"2020-06-29","191","106"
"2020-06-17","7","64"
"2020-06-06","159","18"
"2020-06-14","85","215"
"2020-06-25","36","129"
"2020-06-23","184","155"
"2020-06-07","79","243"
"2020-06-22","176","46"
"2020-06-21","185","249"
"2020-06-02","6","122"
"2020-06-30","238","236"
"2020-06-05","201","52"
"2020-06-21","173","226"
"2020-06-23","111","78"
"2020-06-27","117","195"
"2020-06-27","83","45"
"2020-06-13","213","91"
"2020-06-04","207","30"
"2020-06-03","153","188"
"2020-06-04","146","183"
"2020-06-29","154","139"
"2020-06-27","166","201"
"2020-06-22","117","136"
"2020-06-16","165","203"
"2020-06-22","88","77"
"2020-06-04","71","105"
"2020-06-15","155","157"
"2020-06-06","60","119"
"2020-06-12","199","225"
"2020-06-10","96","147"
"2020-06-24","201","109"
"2020-06-26","8","9"
"2020-06-22","185","208"
"2020-06-08","198","247"
"2020-06-20","25","69"
"2020-06-26","115","168"
"2020-06-28","97","194"
"2020-06-03","122","17"
"2020-06-01","113","7"
"2020-06-12","108","3"
"2020-06-19","90","63"
"2020-06-01","24","177"
"2020-06-23","39","101"
"2020-06-29","188","162"
"2020-06-27","143","70"
"2020-06-24","136","124"
"2020-06-24","81","50"
"2020-06-10","156","101"
"2020-06-16","135","189"
"2020-06-05","74","113"
"2020-06-16","65","224"
"2020-06-27","197","144"
"2020-06-08","122","226"
"2020-06-09","93","34"
"2020-06-28","177","210"
"2020-06-09","122","143"
"2020-06-30","156","228"
"2020-06-01","112","183"
"2020-06-28","50","13"
"2020-06-27","221","215"
"2020-06-25","23","62"
"2020-06-25","108","141"
"2020-06-06","199","228"
"2020-06-21","85","212"
"2020-06-18","117","218"
"2020-06-19","232","237"
"2020-06-30","121","185"
"2020-06-21","202","211"
"2020-06-24","122","40"
"2020-06-06","17","72"
"2020-06-17","82","94"
"2020-06-26","155","221"
"2020-06-22","103","158"
"2020-06-24","233","115"
"2020-06-11","127","93"
"2020-06-16","210","123"
"2020-06-22","195","139"
"2020-06-13","92","36"
"2020-06-14","213","235"
"2020-06-01","43","109"
"2020-06-15","239","101"
"2020-06-07","210","86"
"2020-06-03","4","78"
"2020-06-03","25","211"
"2020-06-17","24","84"
"2020-06-17","12","93"
"2020-06-10","93","72"
"2020-06-30","81","178"
"2020-06-17","174","199"
"2020-06-11","73","116"
"2020-06-26","25","20"
"2020-06-21","85","218"
"2020-06-27","117","237"
"2020-06-15","3","245"
"2020-06-04","31","158"
"2020-06-05","88","187"
"2020-06-23","60","203"
"2020-06-23","199","143"
"2020-06-20","95","158"
"2020-06-08","37","11"
"2020-06-02","4","90"
"2020-06-20","152","182"
"2020-06-15","24","157"
"2020-06-28","144","207"
"2020-06-18","35","123"
"2020-06-13","147","122"
"2020-06-07","65","213"
"2020-06-05","172","82"
"2020-06-19","4","189"
"2020-06-22","249","89"
"2020-06-27","133","197"
"2020-06-25","216","161"
"2020-06-04","59","27"
"2020-06-29","241","32"
"2020-06-19","152","57"
"2020-06-13","169","106"
"2020-06-02","151","180"
"2020-06-01","14","219"
"2020-06-23","216","59"
"2020-06-11","40","235"
"2020-06-27","151","111"
"2020-06-06","152","118"
"2020-06-13","192","178"
"2020-06-09","124","95"
"2020-06-30","229","147"
"2020-06-19","29","12"
"2020-06-10","205","173"
"2020-06-18","45","90"
"2020-06-19","231","200"
"2020-06-09","2","92"
"2020-06-12","222","29"
"2020-06-24","163","233"
"2020-06-02","150","12"
"2020-06-23","38","82"
"2020-06-02","23","199"
"2020-06-06","128","131"
"2020-06-27","151","101"
"2020-06-04","155","23"
"2020-06-15","133","128"
"2020-06-19","73","78"
"2020-06-07","184","160"
"2020-06-20","215","185"
"2020-06-01","135","105"
"2020-06-08","64","76"
"2020-06-08","135","129"
"2020-06-29","97","181"
"2020-06-04","213","106"
"2020-06-29","184","246"
"2020-06-24","1","191"
"2020-06-29","79","156"
"2020-06-28","186","209"
